numero_processo,taxa_vitoria,incerteza,valor_da_causa
7409545-64.2025.8.09.7451,0.9680704583441243,0.21390360086455418,17513.33
5190784-97.2025.8.05.0017,0.5866144115333652,0.5247329871159844,15388.24
9008957-49.2025.8.10.2303,0.13612583315296822,0.3072653426552467,11906.88
1164748-57.2025.8.09.6973,0.6047252469361001,0.5249216717836747,18141.93
6433720-08.2025.8.13.0468,0.9939678373253328,0.18942411067159506,12145.24
1004618-46.2025.8.24.2609,0.9913912551869902,0.19170046834310323,17169.92
5765658-76.2025.8.02.4628,0.603,0.5249226832350087,1899.86
4242943-08.2025.8.02.6315,0.5354727086497146,0.3098320806985101,17892.83
8575019-24.2025.8.10.3536,0.05937441463825188,0.2271360740378992,10471.11
8640762-07.2025.8.10.7001,0.603,0.5249226832350087,26260.95
6350914-29.2025.8.18.1243,0.6029985895756264,0.5249226832327076,15809.42
4337481-67.2025.8.04.1028,0.30844229913709054,0.2922403989802227,18311.42
9628720-57.2025.8.05.4407,0.0,0.329995202023821,16199.86
7290593-91.2025.8.15.4383,0.9698495579940807,0.22094140498087372,13188.08
2916706-84.2025.8.13.4536,0.7995694025379231,0.42980035300327385,10273.99
4378932-14.2025.8.21.6312,1.0,0.3543193498991509,10848.63
3116427-41.2025.8.15.6493,0.10421151744951407,0.18678699722112185,9181.68
2514951-11.2025.8.16.4194,0.6029999999951147,0.5249226832350087,9174.17
9221747-80.2025.8.05.4800,0.1913162811032536,0.38265936818603064,13537.39
8738419-10.2025.8.11.0050,0.605132588756107,0.19731407314647614,16542.64
5467001-97.2025.8.05.4535,0.5826908221832885,0.5243700118530139,14903.0
6600400-15.2025.8.24.1673,0.9965236917357667,0.23816994289071966,15715.2
6957934-24.2025.8.04.1883,0.9990755130126318,0.18607116513815028,17809.16
1658392-73.2025.8.06.4400,0.603,0.5249226832350087,22810.1
1830158-63.2025.8.06.7436,0.4966442917223422,0.19521026209179015,13579.91
4888805-39.2025.8.06.6078,0.38934200117924334,0.489759710861743,10184.91
3617208-89.2025.8.24.5615,0.7445619490671876,0.47421494124019475,19166.41
5465173-62.2025.8.04.1962,0.4926164067823523,0.5193756316717242,16968.33
2195334-12.2025.8.19.3849,0.603,0.5249226832350087,8469.08
2491617-60.2025.8.04.4954,0.18955152629370692,0.3043744031997221,18462.68
3034155-80.2025.8.17.9947,0.6027978403117487,0.5249226537351301,25280.42
9541320-08.2025.8.25.0772,1.0,0.27969545432679843,15622.49
3756959-00.2025.8.22.8800,0.7859670286211836,0.4977457822539276,11057.81
3407007-73.2025.8.27.4003,0.9652818839077908,0.21594668302854425,18755.97
5125388-30.2025.8.04.4802,0.6030077988970156,0.5249226826835173,19576.02
1071988-28.2025.8.10.4869,0.5976395218862612,0.5248992370749125,9980.63
3943642-26.2025.8.14.7097,0.26684154767888263,0.435786832903947,19072.64
3316828-87.2025.8.04.5252,0.7451110892880022,0.49328127752735107,9781.48
5001851-77.2025.8.05.0092,0.6228288661918566,0.5242675996723778,14343.89
3066971-59.2025.8.14.6843,1.0,0.1898471803707958,11669.01
2725863-21.2025.8.21.8039,0.5382522346326268,0.2012223453983523,9158.12
7855743-79.2025.8.22.0178,0.8082251855966188,0.42918959721054495,5812.29
6207314-44.2025.8.15.8205,0.5713941516197145,0.5241980799582098,22352.97
9695003-30.2025.8.17.4000,0.5954029357619872,0.5248810233742627,11440.64
7709072-23.2025.8.21.1626,0.4541899662470619,0.5148303521658658,16976.14
1132224-24.2025.8.04.8647,0.603,0.5249226832350087,14643.18
4126847-18.2025.8.11.9758,0.6051634388671349,0.5249157345082353,9108.11
2945066-43.2025.8.01.2052,0.9448255091633073,0.496555069184316,11718.07
2260050-77.2025.8.08.6911,0.6030008353154664,0.5249226832338428,18194.82
9692800-68.2025.8.11.8981,0.6371250038154012,0.5159160911441226,10603.55
5694415-80.2025.8.11.5254,0.6366823471455751,0.5237651385590225,16002.53
1953090-35.2025.8.07.9022,0.9722814957814689,0.2635223299186479,14008.18
9678122-24.2025.8.08.7373,0.7939884870724472,0.20567648646832074,14824.6
6107837-76.2025.8.15.8712,0.9858858361474132,0.19145523289615066,10026.15
7103613-72.2025.8.14.7270,0.7819374551848182,0.18583139303723745,11089.16
6810366-72.2025.8.21.6022,0.6320051228688369,0.524719724017316,16690.84
8551553-69.2025.8.11.2880,0.026735985580351063,0.18883342959368932,14631.29
2154527-14.2025.8.24.6581,0.6029999999535441,0.5249226832350087,13486.85
6832328-93.2025.8.12.2275,0.9147934332321241,0.3311643129801577,14628.4
4682646-67.2025.8.16.1196,0.6028388600735931,0.5249226645298419,18825.97
9878548-45.2025.8.15.2286,0.6030273023307794,0.5249226828865781,16035.38
4404420-82.2025.8.18.4981,0.6022271642698689,0.52492246328702,18624.12
6028943-75.2025.8.14.1091,0.6237422980367203,0.5241644549774744,6455.87
8559222-65.2025.8.14.9635,0.8732088976466148,0.3136532972769862,10768.51
1188768-00.2025.8.26.7298,0.7899374627302713,0.4935994450715604,16585.31
2113440-47.2025.8.20.0133,0.6399565125944808,0.5149741701921272,10604.94
6993647-65.2025.8.03.0482,0.603,0.5249226832350087,3760.07
4310482-44.2025.8.14.8080,0.5015143975807645,0.517513278890439,16364.16
9479205-69.2025.8.08.3845,0.9612303104851387,0.2262504386025628,12344.48
3000656-86.2025.8.20.6265,0.10806211579407887,0.28764648947574994,19353.37
6542450-85.2025.8.18.3638,0.992670997588522,0.2406552192654601,16228.9
9149773-83.2025.8.04.9862,0.34832474751481657,0.18348233604864073,15874.91
7577959-91.2025.8.16.6387,0.603,0.5249226832350087,3325.2
3988343-82.2025.8.22.6232,1.0,0.21549987580364416,17862.93
2236097-32.2025.8.24.2768,0.6056124842832278,0.5249176077995875,20344.64
1414512-68.2025.8.17.7385,0.876939534939442,0.3770820456782934,10702.79
4395451-63.2025.8.01.7486,0.934380874101904,0.2890672475178514,20690.8
2483936-55.2025.8.02.2108,0.6029997283266183,0.5249226832349554,23446.92
2124970-23.2025.8.12.3756,0.634257504073338,0.522939073663781,12363.74
7220045-22.2025.8.21.2131,0.9645554876348863,0.21680639906586804,6454.35
4447431-88.2025.8.17.0827,0.7925088019875657,0.4612550941160807,15282.82
6669881-35.2025.8.22.7063,0.6030000050090996,0.5249226832350086,23662.85
2482176-17.2025.8.08.2021,0.7158210247213481,0.44306571243148934,15149.63
6671803-68.2025.8.25.3190,0.6763907707912166,0.5078920471996315,19397.51
5506424-76.2025.8.27.8880,0.9082839808538583,0.20067243606118956,21822.52
5644091-07.2025.8.10.1211,0.33661001225997234,0.47097037776066036,8210.18
9551756-73.2025.8.03.8934,0.902807462789955,0.3066664563500906,12591.6
3672620-85.2025.8.18.8833,0.25516662465083395,0.42847922925245696,20256.23
6501074-82.2025.8.01.4124,0.5965752307773031,0.5249042584490042,23419.56
4979196-66.2025.8.24.1263,0.8820087328353701,0.280500492850541,19157.47
1818653-62.2025.8.17.8561,0.7841073007355772,0.33919992700406904,16059.99
1654013-97.2025.8.04.8668,0.6042870846785886,0.5249199245628583,19690.61
3176669-16.2025.8.19.9291,1.0,0.209479827797195,13933.96
2106146-80.2025.8.05.3987,1.0,0.23103771533818074,11048.71
6505734-04.2025.8.22.0898,0.6364432384055226,0.5230377850657336,18585.78
1337700-64.2025.8.26.1050,0.1944919607121401,0.5040589341838159,18027.3
7020212-34.2025.8.10.1872,0.6030361033028718,0.524922682527165,17798.84
1325764-41.2025.8.01.1867,0.6029999987724898,0.5249226832350087,14577.42
2471966-47.2025.8.05.2271,0.05238871098515596,0.21400603588981737,5222.29
4358879-64.2025.8.08.7826,0.9463801164158578,0.2594144260457507,21762.03
5045808-82.2025.8.12.9737,0.603012758828001,0.5249226829639232,6594.75
3789694-13.2025.8.15.6729,0.8940281370907686,0.19116187532445816,13612.54
9084560-55.2025.8.13.1494,0.614899044785774,0.5246640008427726,13321.36
8724384-71.2025.8.18.1080,0.8243866097293409,0.3705142481733185,10302.42
9307816-75.2025.8.11.0001,0.7921677398189417,0.4068004258613853,11743.82
4649567-22.2025.8.02.4286,0.6019558978035547,0.524921410789598,13289.37
9409785-10.2025.8.02.0079,0.9655951035355035,0.21400599085539238,17818.88
9562200-53.2025.8.24.8675,0.16748491869570953,0.2955186989266359,12845.32
8278638-67.2025.8.14.6832,0.6255619903666495,0.4729801567677866,16178.87
9147721-75.2025.8.12.3110,0.9958165947235914,0.19237531269934274,17174.07
4294836-48.2025.8.19.6717,0.6030000000000002,0.5249226832350087,18297.49
1492912-22.2025.8.20.2314,0.9025695240557045,0.34445637806494267,16296.27
9188686-73.2025.8.19.4684,0.603,0.5249226832350087,19965.77
3838629-43.2025.8.14.2127,0.0,0.2297090028498839,15022.45
8120310-52.2025.8.16.7279,0.5934322059878423,0.5248566023309871,15026.79
1707543-15.2025.8.01.0476,0.8526105472084432,0.4306918927811695,15448.87
4522050-31.2025.8.09.7249,0.37330219530121544,0.4888582514239672,9330.3
4657045-66.2025.8.27.1614,0.6976386543651036,0.4808277698939045,13096.1
8697387-71.2025.8.19.9105,0.0,0.35024118096937157,16451.04
4697385-14.2025.8.14.8471,0.006295301519223195,0.19539082023070886,20043.67
7445676-83.2025.8.13.5734,0.7038858023328477,0.49753377499300216,17139.96
3319519-69.2025.8.24.9245,0.7275848261878077,0.4984099296836904,6006.17
3811520-11.2025.8.27.3921,0.6030000806011615,0.5249226832349978,22944.09
3607840-02.2025.8.25.7125,0.6347121492599103,0.5224964420578717,10034.3
9384984-01.2025.8.10.9298,0.9516079700479192,0.25115763665621604,8660.15
1984531-42.2025.8.13.3366,0.6945218479677919,0.5073724428243803,15949.9
8113638-36.2025.8.08.5428,0.8432950970328463,0.3646725983690641,16674.23
3188599-51.2025.8.26.2727,0.6030017422613058,0.5249226832199232,11045.74
6826454-79.2025.8.11.2037,0.6030038327916717,0.5249226832108853,22741.16
2264907-76.2025.8.03.1677,0.7586636365076446,0.2117401357323861,11267.98
5995372-16.2025.8.12.9495,0.3763368601202175,0.18107639372463208,15881.95
7856489-58.2025.8.10.5043,0.6057160293375878,0.5248713377535266,12384.99
4418311-20.2025.8.18.5533,0.5041613702717114,0.517837950808623,7760.28
9650295-78.2025.8.24.4301,0.08534825064692353,0.2960373425240793,11843.13
8793376-03.2025.8.02.4265,0.18998625795612445,0.2917221552712279,18429.56
4133155-21.2025.8.13.9869,0.7393272567987134,0.4930645662868549,12268.27
3605350-05.2025.8.14.4896,0.9582313309471855,0.21636061940099618,9269.33
3913330-25.2025.8.02.3394,1.0,0.20937669946437787,15292.9
4363333-46.2025.8.18.6471,0.7031792458947489,0.17770444457173673,11076.29
8567617-32.2025.8.03.2392,0.4524453195467373,0.5148561923781345,13653.66
4333785-52.2025.8.15.9738,0.7353125293093861,0.20011760675873597,14933.55
3367926-07.2025.8.11.7775,0.0,0.37701480580152846,18007.03
8118111-25.2025.8.21.4100,0.17955905538861394,0.5070213459200862,18798.04
3834494-54.2025.8.14.5884,0.6849734237844318,0.5136107787041901,7157.82
2683862-38.2025.8.10.6374,0.6030012985926856,0.5249226832266185,11042.8
1239724-36.2025.8.08.8933,0.6204204480545449,0.5243632253072469,13117.46
4120213-12.2025.8.24.1138,0.23459247455248833,0.4143296941476309,8147.85
2679129-37.2025.8.24.6626,0.9907512519786633,0.34585693038249654,15827.94
9064618-61.2025.8.22.6208,0.8446541769925766,0.4112819203349152,10926.69
9429013-31.2025.8.08.8737,0.6037317779330792,0.5249207612269254,13479.62
8642955-59.2025.8.18.2775,0.7551922166209573,0.4848189631865452,7791.19
3169077-85.2025.8.07.5123,0.45677190597172057,0.19220468274418895,15421.24
4396761-84.2025.8.20.3161,0.4021115651640589,0.4948436289362986,21057.56
5656989-03.2025.8.20.9803,0.7860269006457743,0.46556895345227656,10962.82
7834054-97.2025.8.08.9760,0.6820164815577651,0.516300230964413,14127.81
2850297-85.2025.8.10.5188,0.04936465953710689,0.21398771655885918,10129.0
8983927-28.2025.8.22.7891,0.952661439682867,0.23541724616276363,13312.22
3239459-77.2025.8.09.5383,0.9229277205520272,0.2623606428611932,19562.25
5986545-80.2025.8.06.7462,1.0,0.25364799459349224,17927.12
1354099-87.2025.8.04.1036,0.603,0.5249226832350087,22744.08
2545536-85.2025.8.09.4077,0.9582137799316797,0.2449690988301108,13913.08
3308467-41.2025.8.17.5945,0.657594206018159,0.5177477401398332,10047.59
8249061-13.2025.8.22.9384,0.4041458551280508,0.49230082318558915,8172.7
1517558-64.2025.8.07.8311,0.0,0.24930507543836583,19724.92
6593502-12.2025.8.20.4510,1.0,0.28361012325433593,10541.43
3788838-96.2025.8.05.8217,0.44327774860193647,0.5094773925267886,14622.81
8294025-18.2025.8.03.4132,0.5875167183818393,0.4888955009463446,15612.36
5692657-33.2025.8.10.8260,0.6030000000037188,0.5249226832350087,10640.01
9733358-18.2025.8.01.1430,0.7677169882893015,0.47705768031046997,12753.71
7013914-65.2025.8.21.4289,0.5514592339756196,0.5183241313333266,17439.96
8881225-25.2025.8.04.9702,0.22782690865959115,0.2030801307926968,12972.61
5787439-00.2025.8.27.5036,0.9684153536146352,0.2934191066542038,11767.53
1414137-22.2025.8.19.6524,0.4100432908982755,0.5206845905567004,9862.09
2080586-05.2025.8.24.0047,0.6029999999965174,0.5249226832350087,15534.24
5712171-52.2025.8.02.2068,0.7204871324149686,0.5056421281640036,7026.63
5477485-77.2025.8.25.9062,0.6030000060840173,0.5249226832350086,5789.14
6554938-46.2025.8.22.6815,0.5979725053346001,0.5249064682553278,11972.07
1229865-86.2025.8.14.8301,0.6030000000000002,0.5249226832350087,4359.21
3697823-38.2025.8.24.9274,0.582899122858873,0.5246309527499922,8395.5
1764747-14.2025.8.14.2066,0.8790868957311417,0.3936638164195736,12033.18
9745014-49.2025.8.18.8768,0.31564406136166473,0.4625263540833217,10786.29
7727141-69.2025.8.12.1603,0.8517177813261513,0.4205332055214169,22827.65
5579215-47.2025.8.10.1258,0.603,0.5249226832350087,11040.18
4713203-44.2025.8.07.4181,0.9635504587238082,0.21895625081978976,18921.27
9100125-37.2025.8.02.7809,0.9808339179238448,0.21461382989518024,15587.13
9350055-50.2025.8.03.3215,1.0,0.21458569656659685,13921.36
7702486-98.2025.8.06.4413,0.7352294545914531,0.5225553521658172,13834.74
8072532-55.2025.8.11.4029,0.9755177346989088,0.4826725661032377,16625.56
4980320-13.2025.8.18.4732,0.060120124350869886,0.2631492913967874,11088.99
1285710-86.2025.8.16.1973,0.6105127467482185,0.5248286846982404,22046.86
5395176-37.2025.8.05.1726,0.5895413615184087,0.5246327013020957,18687.74
5391521-03.2025.8.17.1039,0.1382630368689356,0.27006659230017865,15232.28
5592650-63.2025.8.18.1165,0.6221868617444586,0.5248959865055975,11859.57
5964480-98.2025.8.13.3677,0.7538962378118521,0.47473091949349766,12409.58
8346913-21.2025.8.03.6369,0.603,0.5249226832350087,5923.21
8849192-69.2025.8.06.7567,0.5594908190875307,0.5246590017354679,9054.97
9437654-82.2025.8.14.6795,0.0,0.3549202813009423,17980.85
7104537-20.2025.8.27.4190,0.1178532877400581,0.3791122129710188,12709.91
4465812-12.2025.8.26.2506,0.7655059173548939,0.48774615733127297,16714.15
7422525-21.2025.8.18.9312,0.9779196529476377,0.20149378214495337,17657.11
3094893-94.2025.8.12.5513,0.09179131411740138,0.3308583748354349,17354.66
7479746-65.2025.8.10.8316,0.603,0.5249226832350087,2999.8
3351310-28.2025.8.21.0629,0.9914294056425952,0.22725921221984077,16268.67
8871532-65.2025.8.09.5766,0.08209924926617562,0.21584510083563802,18953.68
8135776-24.2025.8.16.1325,0.44670393033043465,0.5159595050739765,11844.9
4536245-57.2025.8.03.9997,0.6172930725947344,0.4092324762412884,19697.96
8811997-92.2025.8.13.3817,0.4955419235451274,0.17499486090856875,18066.19
1981556-54.2025.8.24.6227,0.4172058916403587,0.49938449441727883,20373.79
3184974-18.2025.8.10.5989,1.0,0.3047944520119265,17904.9
4030360-40.2025.8.13.3292,0.5978716148218869,0.4693644142147058,19201.05
5055947-21.2025.8.17.7496,0.9644272205380195,0.21845562759618992,9379.12
7920729-74.2025.8.13.2772,0.9694776259545956,0.2777495055145236,9634.72
7837060-38.2025.8.24.9359,0.60301341008908,0.5249226829355423,20653.87
4781837-93.2025.8.18.1902,0.38006994419742596,0.21259344374595804,14520.62
7874225-49.2025.8.09.8903,0.6437496239032102,0.5184352504104157,8465.78
8789119-87.2025.8.18.8711,0.7365529344206788,0.22056209123232345,14728.66
2183028-16.2025.8.06.2704,0.4578906557144008,0.1981640115241722,17808.14
1631114-63.2025.8.14.4485,0.969376589246669,0.26876933816767495,7684.23
4614500-63.2025.8.17.0332,0.2726766001404719,0.2116747081394106,17952.8
6265460-69.2025.8.13.4331,0.10085958803739437,0.21714811149498459,15894.57
8198280-86.2025.8.18.5559,1.0,0.24881063648147703,17874.63
7258703-00.2025.8.24.1639,0.9387390711328633,0.28593863776284706,16776.78
1828719-02.2025.8.15.1097,0.6172584926450365,0.5245840168746337,5363.3
2627869-67.2025.8.14.9125,0.8469046019332533,0.4136351570976993,11459.89
9592534-03.2025.8.16.3514,0.9425948792652226,0.25882430002070317,20673.39
8917781-59.2025.8.07.5372,0.05328273907695269,0.21415698346527862,15519.35
5386325-16.2025.8.07.7563,0.6030265971384099,0.5249226821761886,19135.3
5779188-81.2025.8.18.2299,0.6029998023442926,0.5249226832349805,23449.8
3964159-00.2025.8.06.9900,0.43179566103831757,0.5028617124917042,8888.04
8141110-02.2025.8.10.5844,0.6129219140593012,0.5247640012686057,20593.09
8867325-74.2025.8.05.0199,0.6030000000000173,0.5249226832350087,27155.61
5601764-03.2025.8.22.1702,0.7921974439926045,0.46147602043413744,10247.17
5271076-23.2025.8.08.6864,0.6592249353892998,0.20316006886209684,16388.19
9590658-90.2025.8.12.4904,0.6033770134036894,0.5249215254455737,19622.63
5665174-01.2025.8.20.9083,0.6076295440142756,0.5248642891913311,10138.74
4559209-55.2025.8.13.7879,0.8744794613881933,0.383521957673688,21814.82
4862592-74.2025.8.18.6731,0.9982396470480106,0.199248634543511,14207.33
4277346-80.2025.8.21.0810,0.6030000026830438,0.5249226832350086,19502.1
8575322-08.2025.8.04.9242,0.29364954683826966,0.3199954289243095,20854.36
3501633-25.2025.8.06.3590,0.0,0.3227324116090616,14792.46
5105359-95.2025.8.12.2394,0.603,0.5249226832350087,25799.05
7124904-73.2025.8.16.6669,0.6008095485869993,0.5249192198579246,6323.88
6298448-63.2025.8.17.3346,0.6029999143993038,0.5249226832350001,15835.33
2171566-25.2025.8.01.2706,0.33678234895983505,0.42706330196176506,8598.47
4885272-12.2025.8.27.9251,0.6050304935043952,0.5249171988576262,14151.95
3457882-37.2025.8.14.2153,0.8511336753906973,0.40975833988779053,17480.43
3122903-81.2025.8.18.2706,0.6197508863082724,0.5233516874301208,21877.83
1778902-59.2025.8.10.3909,0.10255876084879723,0.21501566198800595,17789.27
1734141-46.2025.8.24.7573,0.602999997442204,0.5249226832350087,14583.18
7193855-93.2025.8.02.3453,0.6030000000033102,0.5249226832350087,8217.06
2283888-11.2025.8.09.3218,0.7090996571823944,0.5075268659637221,12699.04
5338187-14.2025.8.07.5701,1.0,0.32027187435086724,18350.43
6926127-35.2025.8.05.2214,0.25599291527319623,0.20235829126176474,11207.97
2198416-22.2025.8.09.8933,0.7261846567787791,0.4996461961228546,7422.95
4302985-36.2025.8.24.4713,0.9345468197288054,0.2906582332884701,15915.53
4027328-98.2025.8.10.4606,0.6375924457425002,0.5229222878755982,7635.04
2674488-38.2025.8.04.2677,0.7505404691282802,0.24142825389975417,11158.38
3359607-67.2025.8.21.8235,0.8375639130841653,0.44530065798854,18324.28
9422475-35.2025.8.20.8151,0.6029999995621734,0.5249226832350087,15835.88
7754045-23.2025.8.17.9069,0.9818189648245436,0.42977920039302747,20435.55
1444645-68.2025.8.08.3070,1.0,0.2002087432705117,17185.44
1741077-16.2025.8.17.6138,0.6611319130731549,0.5189987354816709,10976.92
6089598-96.2025.8.04.8899,0.6027146010863821,0.2762312768998196,19830.98
1739707-66.2025.8.08.9011,0.5906503494240781,0.5248125835732388,9388.98
2829768-01.2025.8.19.5390,0.603,0.5249226832350087,22864.81
7653954-79.2025.8.17.2803,0.7583183792565323,0.18087606241561238,13601.52
3834420-35.2025.8.19.2494,0.8387012680010681,0.44404285946995287,11960.34
5120262-22.2025.8.20.4697,0.9220479688794938,0.325492893756111,13938.88
3175927-59.2025.8.25.1769,0.6761781380594766,0.5159280323976481,8793.71
7959310-71.2025.8.14.4036,0.7217494359512537,0.5008898431694396,14298.91
2928828-25.2025.8.24.1374,0.9286815275000948,0.3001780544542724,25858.65
6978864-33.2025.8.13.1041,0.0,0.3813151953239335,14004.86
3561972-60.2025.8.20.5539,0.6029999999660806,0.5249226832350087,19142.05
5737300-01.2025.8.07.9925,0.6505101942636403,0.5211503688808227,23908.22
1231769-81.2025.8.22.5946,0.6030000000130472,0.5249226832350087,17829.85
5248815-50.2025.8.26.0489,0.603,0.5249226832350087,22692.41
2576471-58.2025.8.05.6900,0.10207913570815241,0.20657582590077198,16516.5
3968762-29.2025.8.11.0765,0.6035914768215008,0.5249219377777696,12741.69
7233052-52.2025.8.20.3683,0.2767540024248646,0.4204280287078201,19436.62
2693290-60.2025.8.16.0169,0.19466810965741105,0.3897227861104726,14482.15
8730476-11.2025.8.27.9825,0.610516341275717,0.5248285779395401,17386.55
3112828-57.2025.8.08.7570,0.8709522631313056,0.38852507928878494,16867.99
4184633-23.2025.8.07.0732,0.2970010905459372,0.4074967304438339,17168.71
4101776-23.2025.8.25.8954,8.300857803900108e-05,0.21638512949661412,21597.12
1263027-76.2025.8.05.2125,0.760411387123044,0.5013123997017133,16972.81
3055085-83.2025.8.02.5517,0.029703298544764722,0.24465239240773964,10352.35
1574215-20.2025.8.18.2886,0.25336823426602456,0.4237262535092627,7518.69
5533904-97.2025.8.26.6276,0.1684633419580695,0.3573747830289207,11183.26
1605740-84.2025.8.10.3868,0.9248127095094716,0.25632206068504065,23004.4
8875756-22.2025.8.19.6435,0.0,0.2091361396194022,12789.06
2557073-95.2025.8.25.7254,0.1888205100070649,0.3196423218277893,13813.33
5889580-60.2025.8.27.9310,0.0,0.4226914776080852,12918.33
2607814-68.2025.8.19.5830,0.6055906913253702,0.5249116012785131,9197.94
9480781-84.2025.8.07.7471,0.6193631163351694,0.5244931877903365,12346.91
1969769-90.2025.8.24.3393,0.6086840780173605,0.5248688804708608,22813.96
8301360-05.2025.8.14.6759,0.753680431716079,0.47804351155605845,4830.56
4673449-40.2025.8.16.2816,0.8413961359058885,0.2174598055262041,18024.97
3961574-73.2025.8.12.5495,0.6091151344706033,0.5248604069815488,14413.01
1657096-25.2025.8.22.0866,0.5793366729322074,0.5245183607571969,11420.13
5829107-18.2025.8.10.1659,0.719520375534946,0.4859077837721046,13941.39
8803529-37.2025.8.04.8404,0.6029871763885648,0.5249226831570041,16835.26
8549443-09.2025.8.05.1891,0.37868261241745527,0.48724989692000925,14114.56
9050138-87.2025.8.11.1208,0.9489971241635953,0.2511246503472932,13921.76
9293529-17.2025.8.16.1316,0.002240434956041204,0.24542185279047998,13192.01
3962310-70.2025.8.24.8743,0.7449838632350034,0.4820641382122576,21852.02
